,filename,true_label,pred_label,correct?
162,22393.jpg,fagus_grandifolia,quercus_marilandica,False
163,18308.jpg,chionanthus_virginicus,betula_nigra,False
164,17146.jpg,amelanchier_canadensis,maclura_pomifera,False
165,1180.jpg,styrax_japonica,acer_saccharum,False
166,2049.jpg,ulmus_pumila,betula_nigra,False
167,22125.jpg,prunus_serrulata,sassafras_albidum,False
168,13759.jpg,acer_pseudoplatanus,eucommia_ulmoides,False
169,949.jpg,toona_sinensis,quercus_acutissima,False
170,16122.jpg,quercus_acutissima,quercus_marilandica,False
171,5855.jpg,pinus_virginiana,betula_nigra,False
172,22261.jpg,magnolia_tripetala,ginkgo_biloba,False
173,5611.jpg,styrax_japonica,eucommia_ulmoides,False
174,4552.jpg,broussonettia_papyrifera,eucommia_ulmoides,False
175,21977.jpg,ulmus_procera,quercus_marilandica,False
176,3131.jpg,gleditsia_triacanthos,ginkgo_biloba,False
177,17862.jpg,gleditsia_triacanthos,fraxinus_pennsylvanica,False
178,6839.jpg,pinus_wallichiana,acer_saccharum,False
179,12601.jpg,liriodendron_tulipifera,quercus_stellata,False
180,20867.jpg,pinus_virginiana,ginkgo_biloba,False
181,1710.jpg,pinus_nigra,betula_nigra,False
182,11366.jpg,robinia_pseudo-acacia,betula_nigra,False
183,2388.jpg,acer_rubrum,quercus_marilandica,False
184,18314.jpg,juglans_cinerea,ginkgo_biloba,False
185,16040.jpg,quercus_alba,betula_nigra,False
186,16845.jpg,celtis_tenuifolia,ulmus_pumila,False
187,18204.jpg,diospyros_virginiana,ulmus_pumila,False
188,20698.jpg,styrax_japonica,ginkgo_biloba,False
189,2026.jpg,albizia_julibrissin,betula_nigra,False
190,9593.jpg,aesculus_pavi,betula_nigra,False
191,15777.jpg,magnolia_grandiflora,quercus_marilandica,False
192,8689.jpg,ulmus_rubra,tilia_americana,False
193,18428.jpg,pyrus_calleryana,betula_nigra,False
194,16993.jpg,magnolia_tripetala,betula_nigra,False
195,11282.jpg,juniperus_virginiana,ulmus_pumila,False
196,7012.jpg,prunus_virginiana,ginkgo_biloba,False
197,1566.jpg,quercus_montana,cladrastis_lutea,False
198,11511.jpg,ptelea_trifoliata,salix_matsudana,False
199,14068.jpg,ulmus_parvifolia,castanea_dentata,False
200,753.jpg,prunus_subhirtella,carya_tomentosa,False
201,19068.jpg,juniperus_virginiana,ulmus_pumila,False
202,16367.jpg,pinus_bungeana,ulmus_pumila,False
203,1157.jpg,pinus_koraiensis,betula_nigra,False
204,180.jpg,acer_campestre,quercus_marilandica,False
205,2945.jpg,chionanthus_virginicus,ulmus_pumila,False
206,510.jpg,juglans_cinerea,tilia_americana,False
207,5156.jpg,juniperus_virginiana,eucommia_ulmoides,False
208,3727.jpg,crataegus_laevigata,ulmus_pumila,False
209,17297.jpg,populus_grandidentata,quercus_marilandica,False
210,17604.jpg,quercus_coccinea,acer_saccharum,False
211,2837.jpg,cornus_florida,tilia_americana,False
212,16472.jpg,stewartia_pseudocamellia,eucommia_ulmoides,False
213,8613.jpg,prunus_sargentii,betula_nigra,False
214,15040.jpg,pinus_parviflora,ulmus_pumila,False
215,7629.jpg,pinus_virginiana,ulmus_pumila,False
216,11147.jpg,quercus_stellata,betula_nigra,False
217,14392.jpg,albizia_julibrissin,salix_matsudana,False
218,15604.jpg,diospyros_virginiana,tilia_americana,False
219,233.jpg,populus_grandidentata,prunus_sargentii,False
220,23141.jpg,acer_palmatum,ginkgo_biloba,False
221,10403.jpg,pinus_flexilis,ulmus_glabra,False
222,22735.jpg,magnolia_denudata,eucommia_ulmoides,False
223,4189.jpg,carpinus_betulus,ulmus_pumila,False
224,21619.jpg,quercus_bicolor,ginkgo_biloba,False
225,6413.jpg,quercus_marilandica,prunus_sargentii,False
226,18527.jpg,celtis_occidentalis,broussonettia_papyrifera,False
227,10131.jpg,magnolia_acuminata,eucommia_ulmoides,False
228,14785.jpg,toona_sinensis,maclura_pomifera,False
229,15283.jpg,cladrastis_lutea,tilia_americana,False
230,30.jpg,gymnocladus_dioicus,betula_nigra,False
231,19849.jpg,castanea_dentata,ginkgo_biloba,False
232,8923.jpg,ostrya_virginiana,eucommia_ulmoides,False
233,17231.jpg,quercus_imbricaria,tilia_americana,False
234,7767.jpg,pinus_rigida,betula_nigra,False
235,915.jpg,pinus_resinosa,ginkgo_biloba,False
236,7835.jpg,phellodendron_amurense,ginkgo_biloba,False
237,2726.jpg,prunus_subhirtella,prunus_sargentii,False
238,13378.jpg,malus_baccata,ginkgo_biloba,False
239,668.jpg,acer_pensylvanicum,ulmus_glabra,False
240,3904.jpg,carya_glabra,ulmus_pumila,False
241,10821.jpg,quercus_bicolor,betula_nigra,False
242,11187.jpg,magnolia_denudata,quercus_marilandica,False
243,10747.jpg,malus_baccata,ginkgo_biloba,False
244,9680.jpg,corylus_colurna,eucommia_ulmoides,False
245,17234.jpg,amelanchier_canadensis,ginkgo_biloba,False
246,8204.jpg,fraxinus_nigra,prunus_virginiana,False
247,1906.jpg,zelkova_serrata,quercus_marilandica,False
248,18225.jpg,staphylea_trifolia,malus_angustifolia,False
249,16895.jpg,cedrus_deodara,betula_nigra,False
250,8701.jpg,gymnocladus_dioicus,eucommia_ulmoides,False
251,19314.jpg,cornus_mas,ulmus_pumila,False
252,1775.jpg,gymnocladus_dioicus,betula_nigra,False
253,14304.jpg,malus_hupehensis,betula_nigra,False
254,21737.jpg,pinus_virginiana,ulmus_pumila,False
255,10556.jpg,asimina_triloba,ginkgo_biloba,False
256,7604.jpg,magnolia_acuminata,quercus_acutissima,False
257,2434.jpg,quercus_alba,malus_baccata,False
258,6707.jpg,malus_hupehensis,broussonettia_papyrifera,False
259,7526.jpg,quercus_muehlenbergii,staphylea_trifolia,False
260,19358.jpg,chamaecyparis_pisifera,styrax_japonica,False
261,23035.jpg,carya_ovata,gymnocladus_dioicus,False
262,9380.jpg,betula_lenta,broussonettia_papyrifera,False
263,6703.jpg,malus_angustifolia,malus_pumila,False
264,14563.jpg,crataegus_crus-galli,phellodendron_amurense,False
265,17413.jpg,robinia_pseudo-acacia,prunus_virginiana,False
266,13518.jpg,cornus_mas,broussonettia_papyrifera,False
267,12639.jpg,chamaecyparis_thyoides,gymnocladus_dioicus,False
268,11970.jpg,carya_glabra,quercus_acutissima,False
269,3992.jpg,populus_deltoides,broussonettia_papyrifera,False
270,21503.jpg,fraxinus_nigra,gymnocladus_dioicus,False
271,2542.jpg,malus_angustifolia,styrax_obassia,False
272,22542.jpg,prunus_serrulata,staphylea_trifolia,False
273,1208.jpg,castanea_dentata,broussonettia_papyrifera,False
274,13425.jpg,juglans_cinerea,broussonettia_papyrifera,False
275,11026.jpg,acer_palmatum,malus_baccata,False
276,7770.jpg,maclura_pomifera,pinus_parviflora,False
277,22621.jpg,quercus_coccinea,malus_pumila,False
278,6836.jpg,pinus_bungeana,gymnocladus_dioicus,False
279,2446.jpg,platanus_occidentalis,quercus_bicolor,False
280,18561.jpg,quercus_montana,staphylea_trifolia,False
281,15789.jpg,populus_grandidentata,broussonettia_papyrifera,False
282,17189.jpg,pinus_echinata,styrax_japonica,False
283,10280.jpg,betula_jacqemontii,broussonettia_papyrifera,False
284,9757.jpg,paulownia_tomentosa,styrax_japonica,False
285,11278.jpg,maclura_pomifera,prunus_virginiana,False
286,16886.jpg,crataegus_viridis,malus_baccata,False
287,3984.jpg,pyrus_calleryana,acer_palmatum,False
288,2347.jpg,pinus_flexilis,gymnocladus_dioicus,False
289,21392.jpg,quercus_muehlenbergii,quercus_acutissima,False
290,23483.jpg,quercus_michauxii,staphylea_trifolia,False
291,4238.jpg,pinus_peucea,styrax_japonica,False
292,7365.jpg,populus_grandidentata,broussonettia_papyrifera,False
293,19344.jpg,pinus_bungeana,gymnocladus_dioicus,False
294,3063.jpg,styrax_obassia,gymnocladus_dioicus,False
295,17805.jpg,carya_glabra,broussonettia_papyrifera,False
296,1799.jpg,cladrastis_lutea,styrax_obassia,False
297,7076.jpg,quercus_virginiana,styrax_japonica,False
298,13283.jpg,quercus_phellos,diospyros_virginiana,False
299,22607.jpg,sassafras_albidum,broussonettia_papyrifera,False
300,7576.jpg,quercus_shumardii,ptelea_trifoliata,False
301,21484.jpg,maclura_pomifera,broussonettia_papyrifera,False
302,22190.jpg,malus_coronaria,prunus_virginiana,False
303,5642.jpg,ficus_carica,gymnocladus_dioicus,False
304,22835.jpg,aesculus_flava,styrax_japonica,False
305,17065.jpg,pinus_virginiana,populus_deltoides,False
306,8332.jpg,zelkova_serrata,broussonettia_papyrifera,False
307,10693.jpg,malus_floribunda,prunus_virginiana,False
308,7572.jpg,malus_coronaria,styrax_japonica,False
309,14024.jpg,crataegus_pruinosa,broussonettia_papyrifera,False
310,14518.jpg,pinus_bungeana,styrax_japonica,False
311,6171.jpg,quercus_rubra,ptelea_trifoliata,False
312,10400.jpg,fagus_grandifolia,quercus_marilandica,False
313,11638.jpg,pinus_nigra,staphylea_trifolia,False
314,22180.jpg,magnolia_grandiflora,broussonettia_papyrifera,False
315,18754.jpg,pinus_rigida,gymnocladus_dioicus,False
316,6072.jpg,populus_tremuloides,malus_baccata,False
317,13566.jpg,magnolia_soulangiana,gymnocladus_dioicus,False
318,14949.jpg,halesia_tetraptera,styrax_japonica,False
319,8349.jpg,chionanthus_retusus,styrax_japonica,False
320,8974.jpg,taxodium_distichum,gymnocladus_dioicus,False
321,16877.jpg,platanus_occidentalis,ptelea_trifoliata,False
322,23479.jpg,tilia_cordata,malus_baccata,False
323,20087.jpg,ulmus_parvifolia,staphylea_trifolia,False
324,14605.jpg,magnolia_virginiana,staphylea_trifolia,False
325,558.jpg,amelanchier_laevis,prunus_sargentii,False
326,3507.jpg,magnolia_stellata,broussonettia_papyrifera,False
327,3133.jpg,ptelea_trifoliata,prunus_subhirtella,False
328,1276.jpg,ulmus_parvifolia,gymnocladus_dioicus,False
329,14368.jpg,pinus_pungens,gymnocladus_dioicus,False
330,3707.jpg,ptelea_trifoliata,ptelea_trifoliata,True
331,3159.jpg,pinus_resinosa,juniperus_virginiana,False
332,11184.jpg,betula_nigra,broussonettia_papyrifera,False
333,2279.jpg,acer_campestre,prunus_virginiana,False
334,14553.jpg,betula_jacqemontii,quercus_acutissima,False
335,2031.jpg,acer_saccharum,staphylea_trifolia,False
336,23423.jpg,asimina_triloba,malus_baccata,False
337,8819.jpg,maclura_pomifera,styrax_japonica,False
338,2491.jpg,acer_rubrum,malus_baccata,False
339,21677.jpg,magnolia_virginiana,styrax_japonica,False
340,3495.jpg,malus_pumila,staphylea_trifolia,False
341,23298.jpg,asimina_triloba,quercus_bicolor,False
342,7160.jpg,quercus_stellata,gymnocladus_dioicus,False
343,10541.jpg,quercus_robur,quercus_acutissima,False
344,20302.jpg,fagus_grandifolia,gymnocladus_dioicus,False
345,16681.jpg,tilia_americana,prunus_virginiana,False
346,6377.jpg,pinus_flexilis,juniperus_virginiana,False
347,18899.jpg,halesia_tetraptera,broussonettia_papyrifera,False
348,7004.jpg,prunus_sargentii,styrax_japonica,False
349,4029.jpg,cornus_florida,quercus_acutissima,False
350,11363.jpg,chamaecyparis_thyoides,gymnocladus_dioicus,False
351,529.jpg,quercus_nigra,broussonettia_papyrifera,False
352,20730.jpg,magnolia_acuminata,quercus_acutissima,False
353,11105.jpg,betula_populifolia,broussonettia_papyrifera,False
354,18959.jpg,nyssa_sylvatica,ulmus_pumila,False
355,9239.jpg,picea_abies,prunus_virginiana,False
356,10377.jpg,fraxinus_nigra,gymnocladus_dioicus,False
357,5785.jpg,pinus_nigra,gymnocladus_dioicus,False
358,19269.jpg,pinus_peucea,styrax_japonica,False
359,1757.jpg,quercus_coccinea,staphylea_trifolia,False
360,2862.jpg,quercus_cerris,maclura_pomifera,False
361,4785.jpg,liriodendron_tulipifera,acer_palmatum,False
362,16630.jpg,prunus_pensylvanica,gymnocladus_dioicus,False
363,16644.jpg,amelanchier_arborea,styrax_obassia,False
364,5932.jpg,quercus_marilandica,styrax_japonica,False
365,22597.jpg,acer_palmatum,styrax_japonica,False
366,644.jpg,crataegus_crus-galli,broussonettia_papyrifera,False
367,9738.jpg,magnolia_virginiana,styrax_japonica,False
368,14928.jpg,broussonettia_papyrifera,styrax_obassia,False
369,10764.jpg,crataegus_phaenopyrum,pinus_parviflora,False
370,2153.jpg,gleditsia_triacanthos,staphylea_trifolia,False
371,15412.jpg,salix_caroliniana,styrax_japonica,False
372,3109.jpg,aesculus_glabra,styrax_obassia,False
373,22160.jpg,ulmus_pumila,prunus_virginiana,False
374,3826.jpg,pinus_pungens,gymnocladus_dioicus,False
375,18965.jpg,populus_tremuloides,broussonettia_papyrifera,False
376,1407.jpg,tilia_cordata,acer_pseudoplatanus,False
377,10832.jpg,amelanchier_arborea,ptelea_trifoliata,False
378,1453.jpg,tilia_europaea,broussonettia_papyrifera,False
379,11383.jpg,cercis_canadensis,quercus_acutissima,False
380,16192.jpg,crataegus_crus-galli,staphylea_trifolia,False
381,6009.jpg,ulmus_rubra,ulmus_pumila,False
382,5519.jpg,platanus_occidentalis,gymnocladus_dioicus,False
383,15337.jpg,populus_tremuloides,broussonettia_papyrifera,False
384,11221.jpg,carya_ovata,populus_grandidentata,False
385,23496.jpg,ilex_opaca,ptelea_trifoliata,False
386,6697.jpg,cladrastis_lutea,platanus_occidentalis,False
387,13167.jpg,salix_matsudana,pinus_bungeana,False
388,1386.jpg,stewartia_pseudocamellia,populus_tremuloides,False
389,8427.jpg,eucommia_ulmoides,populus_grandidentata,False
390,9804.jpg,acer_pensylvanicum,maclura_pomifera,False
391,1303.jpg,malus_floribunda,maclura_pomifera,False
392,11185.jpg,maclura_pomifera,betula_jacqemontii,False
393,18322.jpg,chamaecyparis_thyoides,betula_jacqemontii,False
394,6292.jpg,aesculus_pavi,platanus_occidentalis,False
395,11437.jpg,ulmus_pumila,maclura_pomifera,False
396,7134.jpg,styrax_japonica,betula_jacqemontii,False
397,10507.jpg,abies_concolor,pinus_bungeana,False
398,6387.jpg,quercus_coccinea,maclura_pomifera,False
399,9005.jpg,populus_grandidentata,populus_grandidentata,True
400,708.jpg,catalpa_bignonioides,maclura_pomifera,False
401,15369.jpg,catalpa_bignonioides,maclura_pomifera,False
402,3712.jpg,quercus_phellos,maclura_pomifera,False
403,6255.jpg,pinus_koraiensis,asimina_triloba,False
404,3275.jpg,ulmus_americana,asimina_triloba,False
405,6362.jpg,robinia_pseudo-acacia,maclura_pomifera,False
406,17947.jpg,paulownia_tomentosa,platanus_occidentalis,False
407,9301.jpg,styrax_japonica,betula_jacqemontii,False
408,17560.jpg,paulownia_tomentosa,magnolia_grandiflora,False
409,1920.jpg,syringa_reticulata,populus_grandidentata,False
410,16139.jpg,evodia_daniellii,populus_grandidentata,False
411,1210.jpg,fraxinus_nigra,maclura_pomifera,False
412,7212.jpg,quercus_muehlenbergii,maclura_pomifera,False
413,7893.jpg,platanus_acerifolia,platanus_occidentalis,False
414,18212.jpg,prunus_subhirtella,acer_palmatum,False
415,7337.jpg,fraxinus_americana,maclura_pomifera,False
416,3848.jpg,magnolia_acuminata,magnolia_acuminata,True
417,21478.jpg,acer_ginnala,populus_grandidentata,False
418,4919.jpg,quercus_macrocarpa,maclura_pomifera,False
419,12197.jpg,cryptomeria_japonica,pinus_bungeana,False
420,3204.jpg,malus_floribunda,populus_tremuloides,False
421,20574.jpg,cedrus_libani,pinus_bungeana,False
422,19701.jpg,aesculus_flava,maclura_pomifera,False
423,10598.jpg,quercus_nigra,magnolia_acuminata,False
424,4522.jpg,juglans_nigra,maclura_pomifera,False
425,12070.jpg,ficus_carica,populus_grandidentata,False
426,6936.jpg,malus_baccata,maclura_pomifera,False
427,8119.jpg,cercis_canadensis,ptelea_trifoliata,False
428,17076.jpg,oxydendrum_arboreum,acer_palmatum,False
429,17249.jpg,diospyros_virginiana,acer_palmatum,False
430,5032.jpg,magnolia_stellata,maclura_pomifera,False
431,6737.jpg,fraxinus_nigra,maclura_pomifera,False
432,17855.jpg,acer_negundo,maclura_pomifera,False
433,12223.jpg,picea_pungens,maclura_pomifera,False
434,7688.jpg,styrax_obassia,betula_jacqemontii,False
435,2330.jpg,morus_rubra,platanus_occidentalis,False
436,186.jpg,tilia_cordata,paulownia_tomentosa,False
437,12234.jpg,prunus_yedoensis,acer_palmatum,False
438,22101.jpg,maclura_pomifera,populus_grandidentata,False
439,14149.jpg,salix_nigra,acer_palmatum,False
440,924.jpg,malus_coronaria,maclura_pomifera,False
441,19106.jpg,chionanthus_retusus,maclura_pomifera,False
442,13618.jpg,prunus_sargentii,magnolia_acuminata,False
443,16336.jpg,pinus_strobus,maclura_pomifera,False
444,13802.jpg,carya_tomentosa,betula_jacqemontii,False
445,16471.jpg,pinus_strobus,maclura_pomifera,False
446,12887.jpg,quercus_virginiana,maclura_pomifera,False
447,2234.jpg,pinus_strobus,maclura_pomifera,False
448,13493.jpg,ulmus_pumila,populus_grandidentata,False
449,23100.jpg,pinus_sylvestris,maclura_pomifera,False
450,23057.jpg,ulmus_procera,populus_grandidentata,False
451,2593.jpg,carya_cordiformis,betula_jacqemontii,False
452,19602.jpg,zelkova_serrata,populus_grandidentata,False
453,10025.jpg,acer_griseum,maclura_pomifera,False
454,13254.jpg,magnolia_acuminata,platanus_occidentalis,False
455,19306.jpg,betula_lenta,betula_jacqemontii,False
456,20279.jpg,quercus_phellos,acer_palmatum,False
457,7671.jpg,populus_grandidentata,magnolia_grandiflora,False
458,14016.jpg,cornus_kousa,populus_grandidentata,False
459,23514.jpg,pinus_densiflora,maclura_pomifera,False
460,4136.jpg,malus_floribunda,populus_grandidentata,False
461,2127.jpg,maclura_pomifera,maclura_pomifera,True
462,3112.jpg,maclura_pomifera,magnolia_grandiflora,False
463,2706.jpg,pinus_taeda,maclura_pomifera,False
464,18967.jpg,crataegus_crus-galli,ptelea_trifoliata,False
465,8948.jpg,acer_rubrum,acer_palmatum,False
466,9476.jpg,tilia_americana,ptelea_trifoliata,False
467,13864.jpg,ulmus_pumila,asimina_triloba,False
468,2554.jpg,broussonettia_papyrifera,populus_grandidentata,False
